ZINC00018056; 0.523; COc1ccc2c(c1)oc(cc2=O)c1ccccc1
ZINC95931970; 0.523; COc1c(oc2c(c1=O)cc(cc2)O)c1ccccc1
ZINC05892681; 0.516; CCCOc1cc(O)c2c(c1)oc(cc2=O)c1ccccc1
ZINC01941672; 0.515; NC(=O)COc1c(oc2c(c1=O)cc(cc2)C)c1ccccc1
ZINC01961536; 0.515; Cc1cc(C)c2c(c1)c(=O)cc(o2)c1ccccc1
ZINC48057113; 0.514; COc1ccccc1c1oc2c(OC)c(OC)ccc2c(=O)c1OC
ZINC03129283; 0.508; O=c1c(OS(=O)(=O)C)c(oc2c1cccc2)c1ccccc1
ZINC00265292; 0.508; Cc1ccc2c(c1)c(=O)cc(o2)c1cccc(c1)Br
ZINC20272624; 0.508; COc1cccc(c1O)c1cc(=O)c2c(o1)c(C)cc(c2)C
ZINC00265291; 0.508; Brc1cccc(c1)c1cc(=O)c2c(o1)cccc2
ZINC02573950; 0.506; Oc1ccccc1c1oc2c(O)c(O)ccc2c(=O)c1O
ZINC01678812; 0.506; Clc1ccc(cc1)c1oc2cc(O)ccc2c(=O)c1O
ZINC00039295; 0.506; COc1c(oc2c(c1=O)cc(cc2)OC)c1ccccc1
ZINC00115277; 0.506; CCOc1ccc(cc1)c1oc2ccc(cc2c(=O)c1O)C
ZINC08783332; 0.506; CCOc1ccc(cc1)c1oc2cc(C)ccc2c(=O)c1O
ZINC00038943; 0.505; O=c1cc(oc2c1cccc2C)c1ccccc1
ZINC01791348; 0.504; CCOC(=O)[C@H](Oc1c(oc2c(c1=O)cccc2)c1ccc(cc1)Cl)C
ZINC00039293; 0.502; Oc1ccc(c(c1)O)c1cc(=O)c2c(o1)cccc2
ZINC00039319; 0.499; Oc1ccccc1c1cc(=O)c2c(o1)c(O)c(cc2)O
ZINC02888672; 0.498; COC(=O)Oc1c(oc2c(c1=O)cccc2)c1ccc(cc1)OC
ZINC00937005; 0.497; CCCC(=O)Oc1c(oc2c(c1=O)cccc2)c1ccc(cc1)C
ZINC36633731; 0.496; C[C@H](Cc1c(O)ccc2c1c(=O)cc(o2)c1ccccc1)Br
ZINC05162588; 0.489; O=c1cc(oc2c1cc(N)c1c2cccc1)c1ccccc1
ZINC36633730; 0.489; C[C@@H](Cc1c(O)ccc2c1c(=O)cc(o2)c1ccccc1)Br
ZINC00039111; 0.488; Oc1ccc2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O
ZINC00057890; 0.488; COc1ccc(cc1)c1oc2cc(OC)ccc2c(=O)c1O
ZINC00265294; 0.484; Brc1cccc(c1)c1cc(=O)c2c(o1)cc(cc2)C
ZINC00057657; 0.483; Oc1ccc2c(c1O)oc(cc2=O)c1ccccc1
ZINC00039290; 0.483; Oc1ccc2c(c1)oc(cc2=O)c1ccccc1O
ZINC01933197; 0.481; CCOc1ccccc1c1cc(=O)c2c(o1)ccc(c2)C
ZINC00266028; 0.477; Fc1cccc(c1)c1cc(=O)c2c(o1)cccc2
ZINC00085437; 0.477; Clc1ccc(cc1)c1cc(=O)c2c(o1)cccc2C
ZINC06582422; 0.475; O=c1c(I)c(oc2c1cccc2)c1ccccc1
ZINC13608151; 0.475; Nc1ccccc1c1cc(=O)c2c(o1)c1ccccc1cc2
ZINC01693747; 0.473; COc1ccccc1c1cc(=O)c2c(o1)c(OC)c(cc2)OC
ZINC01791353; 0.473; C=CCOc1c(oc2c(c1=O)cccc2)c1ccc(cc1)OC
ZINC00115297; 0.472; Cc1ccc2c(c1)c(=O)c(c(o2)c1ccco1)O
ZINC00057655; 0.471; Oc1cccc(c1)c1cc(=O)c2c(o1)ccc(c2)O
ZINC00038937; 0.470; COc1c(OC)cccc1c1cc(=O)c2c(o1)cccc2
ZINC01978643; 0.470; CCOc1c(oc2c(c1=O)cccc2)c1ccc(c(c1)OC)OC
ZINC00057846; 0.469; Oc1ccc2c(c1)c(=O)cc(o2)c1cccc(c1O)O
ZINC00482516; 0.468; Fc1ccccc1c1cc(=O)c2c(o1)cccc2
ZINC82292955; 0.468; Cc1cc(=O)c2c(o1)c1cccc(c1cc2)O
ZINC00057891; 0.467; Oc1cccc(c1)c1cc(=O)c2c(o1)ccc1c2cccc1
ZINC00057885; 0.467; Oc1cccc(c1)c1cc(=O)c2c(o1)c1ccccc1cc2
ZINC05934541; 0.467; Oc1ccc2c(c1)oc(cc2=O)c1ccccc1
ZINC01933194; 0.467; Oc1ccc(cc1)c1cc(=O)c2c(o1)ccc(c2)C
ZINC01977940; 0.462; COC(=O)COc1ccc2c(c1)c(=O)cc(o2)c1ccccc1
ZINC13322232; 0.457; COc1c(O)ccc2c1c(=O)cc(o2)c1ccccc1
ZINC04098600; 0.455; Oc1ccc2c(c1)oc(c(c2=O)O)c1cc(O)c(c(c1)O)O
ZINC72194128; 0.455; Oc1ccc(cc1O)c1oc2c(C)cccc2c(=O)c1O
ZINC31773445; 0.455; OC(=O)c1ccc(cc1)c1oc2cc(C)c(cc2c(=O)c1O)C
ZINC01910605; 0.455; Cc1ccc2c(c1)oc(c(c2=O)O)c1ccco1
ZINC00057882; 0.455; COc1cccc(c1)c1oc2ccc(cc2c(=O)c1O)OC
ZINC00161034; 0.455; COc1ccc(cc1)c1oc2ccc(cc2c(=O)c1O)Cl
ZINC01978804; 0.454; COC(=O)COc1c(oc2c(c1=O)cccc2)c1ccccc1Cl
ZINC03871176; 0.453; Oc1cc2c(=O)cc(oc2cc1O)c1ccccc1
ZINC00057751; 0.453; COc1ccc2c(c1)c(=O)cc(o2)c1ccccc1
ZINC72422431; 0.453; COc1ccc(cc1c1oc2ccccc2c(=O)c1OC(=O)C)OC
ZINC05998918; 0.453; COc1c(OC)cc(c2c1oc(cc2=O)c1ccccc1)O
ZINC26461524; 0.453; CCOc1ccccc1c1cc(=O)c2c(o1)cc(cc2)N
ZINC00112014; 0.453; CCOc1cc(ccc1O)c1cc(=O)c2c(o1)cccc2
ZINC00265296; 0.453; Brc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2)C
ZINC00081662; 0.452; Cc1ccc2c(c1)c(=O)cc(o2)c1cccc(c1)F
ZINC00161030; 0.450; O=c1c(Cl)c(oc2c1cccc2)c1ccccc1
ZINC00058107; 0.449; Clc1cc2c(=O)cc(oc2cc1C)c1ccccc1
ZINC00057676; 0.448; Oc1cccc2c1c(=O)cc(o2)c1ccccc1
ZINC00187383; 0.447; Clc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2)C
ZINC04815480; 0.447; COc1ccc(cc1c1oc2cc(Cl)ccc2c(=O)c1O)OC
ZINC00407231; 0.447; COc1cc(OC)c2c(c1)oc(cc2=O)c1ccccc1
ZINC00135412; 0.446; Fc1ccc(cc1)c1cc(=O)c2c(o1)cccc2
ZINC03872928; 0.446; CC(Oc1ccc2c(c1)oc(cc2=O)c1ccccc1)C
ZINC36143098; 0.443; Nc1cccc(c1)c1cc(=O)c2c(o1)c(C)ccc2
ZINC00193351; 0.440; Fc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2)C
ZINC00396608; 0.440; COc1ccc(cc1c1cc(=O)c2c(o1)cccc2)OC
ZINC01908958; 0.440; COc1ccc(cc1)c1oc2cc(C)ccc2c(=O)c1OC(=O)C
ZINC14756804; 0.440; COc1cc(OC)c2c(c1)oc(c(c2=O)OC)c1ccccc1OC
ZINC48057104; 0.439; Oc1ccc2c(c1)c(=O)c(c(o2)c1cc(O)c(cc1O)O)O
ZINC00057645; 0.439; O=c1cc(oc2c1c1ccccc1cc2)c1ccccc1
ZINC02553972; 0.439; COc1ccc2c(c1)c(=O)c(c(o2)c1ccccc1OC)O
ZINC31773447; 0.439; COc1ccc2c(c1)c(=O)c(c(o2)c1ccc(cc1)C(=O)O)O
ZINC12016249; 0.439; CCc1ccc2c(c1)c(=O)c(c(o2)c1ccc(cc1)OC)O
ZINC00714141; 0.439; CCOc1ccc(cc1)c1oc2c(=O)ccccc2c(=O)c1O
ZINC71785106; 0.438; Cn1nccc1c1oc2ccccc2c(=O)c1O
ZINC03204013; 0.435; Oc1ccc2c(c1O)c(=O)cc(o2)c1ccccc1
ZINC00004898; 0.435; Nc1ccc(cc1)c1cc(=O)c2c(o1)ccc(c2)O
ZINC01604205; 0.434; Fc1cccc2c1c(=O)cc(o2)c1ccccc1
ZINC01789891; 0.432; CCC(=O)Oc1c(oc2c(c1=O)cccc2)c1ccccc1Cl
ZINC00057915; 0.431; Oc1ccc(cc1)c1cc(=O)c2c(o1)c(O)c(cc2)O
ZINC36143177; 0.431; Cc1ccc(cc1N)c1cc(=O)c2c(o1)cccc2
ZINC02562538; 0.430; Oc1cc(O)cc(c1)c1cc(=O)c2c(o1)cccc2
ZINC03847596; 0.430; CC(=C)C(=O)Oc1c(oc2c(c1=O)cccc2)c1ccccc1
ZINC36143243; 0.429; Fc1ccc(cc1N)c1cc(=O)c2c(o1)cccc2
